A13,A14,A15,A16,A17,A18,A19,A20,A22,A23,A24,A25,A26,A27,A28,A29,A30,A31,A1,A2,A6,A3,A4,A5,A7,A9,A10,A11,A12,A32,A33,A34,A35,A8,A36,A37,A38,A39,A40,A41,A42,A43,A44,A45,A46,A47,A48,A49,A50,A51,A52,A53,A54,A55,A56,A57,A58,A59,A60,A61,A62,A63,A64,A65,A66,A67,A68,A69,A70,A71,A72,A73,A74,A75,A76,A77,A78,A79,A80,A81,A82,A83,A84,Bankrupt?
2252856,0,0,0,2252856,1863829,389027,0,0,0,0,189211,189211,0,0,189211,0,189211,2252856,433,2252423,0,0,0,0,0,0,0,2252423,0,0,0,463952163,2252856,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.091365364,0.091365364,436.9769053,0,0.08398717,1,0,0,0,0,-363858,0,0,0,1,0,0,1.998969758,2.222314944,0.192619579,1.514607181,1.998969758,1.998969758,0,1.998969758,0.000407824,9.33E-07,-0.000784258,0
1380530,210168,1124618,1334786,45744,47818,1140,0,143657,-90742,52915,-30637,22278,-22704,-24328,-426,324,-102,1380530,173278,1207252,35327,119492,8924,995228,44240,0,0,42834,97288,-90797,-216878,0,-949484,0.824473754,0.782012485,0.168089338,0.915734956,0.9668649,0.126859974,0.034270662,-1.405801467,1.034270662,0.689597064,-19.39384779,0.048177747,1.212894886,0.36834265,0.831786826,0.168647831,10.64984449,0.431759354,0.197521048,0.836057829,2.612189577,7.05E-05,0.015388957,-0.000588649,-0.002305606,0.002229801,-218.4117647,0.63165735,101.201473,21.32649297,16.93478215,150994,-953.8039216,0.677224222,6.720355553,-0.577092075,0.738460563,13.3610556,-0.095189895,1.915019763,-0.088634553,-0.951711487,-0.953275309,-0.09805668,-0.052687171,-0.066272289,0,0,0,0
243027,1394,56302,57696,185331,106517,78814,4955,0,0,0,13491,13491,-35,-82,13456,0,13456,243027,20560,222467,1736,0,17644,169,354,0,0,220557,-13282,-12458,-3297,93139429,185162,14.74892396,2.091822095,1.245337159,164.5243902,0.23740572,0.993568616,3.212198419,0.311597412,4.212198419,0,0.999088118,1.000912714,0.067801556,0,0,0,0,0,0,0,0,0.066751495,0.06692512,0.654474708,38.01129944,0.072605231,1.00260107,0,0,0,0,-95510,-0.987068966,0,6.588832915,1.307911303,0,0,-0.366244447,2.58928042,0.517590858,-0.647892619,-0.367431365,-0.367362251,0,-0.367362251,0.000144472,-0.000398714,-0.001025452,0
320,16,0,16,304,238,0,0,37,-10,27,13,40,1,0,41,-7,34,320,320,0,255,47,0,0,0,0,0,0,52,0,0,0,304,20,20,15.9375,0,0.05,0.95,19,0.052631579,20,0.146875,1.277310924,1,0.05,0.72972973,1.27027027,0,0,0.625,0.092783505,0,0.154605263,0.116838488,0.137457045,0.10625,0,0.111842105,1.176470588,0.27027027,10.81081081,35.13513514,0,-15,1.529411765,1.405405405,17.86941581,1.078947368,0.974358974,-0.059052059,-1.078947368,2.2,0.221374046,-0.196770335,0.03030303,0.052631579,-0.5,-1.078947368,0,0,0,0
229642,65593,19839,85432,144210,98403,124256,2059,0,0,0,-78528,-78528,-6203,-6206,-84731,0,-84731,229642,7748,221894,840,0,0,12,316,0,0,199845,-4883,9213,-5000,161552357,144198,0.118122361,0.118122361,0.012806245,-12.65356107,0.372022539,0.714316197,1.688009177,0.592463141,2.688009177,0,0.647618107,1.000083219,8.465797625,0,0,0,0,0,0,0,0,0.330582092,-0.306380787,-10.93585441,-268.1360759,0.587552874,0.926791847,0,0,0,0,50570,0.057629439,0,1.905126049,1.718200096,0,0,-16.6422374,1.627245354,-0.18847248,20.65658937,-16.64168359,-9.950079781,0,-9.950079781,-0.00052448,-0.00048086,0.000313025,0
245184,3094,19752,22846,222338,23601,0,0,0,0,0,8455,8455,-2,-2,8453,0,8453,245184,97,245087,82,0,0,0,0,0,0,235800,1115,6087,-7453,42908126,222338,0.031351002,0.031351002,0.026502909,4227.5,0.093179,0.987380906,9.732031866,0.102753465,10.73203187,0,9.420702513,1,31.89690722,0,0,0,0,0,0,0,0,0.037771681,0.037780618,87.1443299,0,0.038018692,1.000236602,0,0,0,0,-42021,0.131905832,0,0.4982305,1.102492613,0,0,0.123919692,2.200654005,0.211383399,-0.094133002,0.123919692,0.124036161,0,0.124036161,0.000197002,-0.000530179,-0.000979325,0
1401484,135611,172625,308236,1093248,1089503,31915,32027,73956,-56031,17925,-33336,-15411,-2138,-4251,-17549,5010,-12539,1401484,318269,1083215,208562,66241,30885,32242,0,0,0,438556,50112,-4844,89638,115101789,1061006,2.346926134,2.119179123,1.537943087,-3.625264644,0.21993544,0.880231954,3.546788824,0.290512966,4.546788824,0.208128973,0.946128919,1.030388141,0.426089252,0.242373844,0.895681216,1.723012552,2.118734756,0.413174448,0.071964542,0,0.06059101,0.009239228,-0.011355431,-0.039397491,0,0.011469493,1.229045378,0.757626156,119.81178,45.07545027,5.748012332,64298,-3.996490948,0.677592082,3.692449165,1.45979209,5.541699987,-1.913517367,-0.009018736,2.040568187,0.067543563,-0.070680721,-0.082534572,-0.065886774,0.239026751,0.02255252,-0.000108938,8.72E-05,0.000558619,0
610137,307726,225884,533610,76527,12988,26316,0,80672,-40697,39975,-13682,26293,-2209,-3099,24084,-2883,21201,610137,172003,438134,1590,46271,1064,424785,1535,0,0,0,38683,-138059,97182,0,-348258,0.558948545,0.555490924,0.005166934,8.48434979,0.874574071,-0.200568069,0.143413729,-1.532226108,1.143413729,0.26901275,-8.860624873,0.21974226,1.789073446,0.495525089,0.573569516,0.026616635,37.42252874,0.132250769,0.324186897,0.038398999,0.604636272,0.039183397,0.048594362,0.123259478,13.81172638,0.277039476,1.24017735,0.504474911,74.82273899,16.9600357,3.841481555,65016,1.824583746,0.479509619,7.149338996,7.302997482,83.44353,1570.739191,-0.219949786,2.323146439,0.292649442,2.488360015,3.121500778,0.59004596,0.165825775,-0.150009379,0,0,0,0
2775482,126513,1223782,1350295,1425187,1409086,0,114378,167379,-127317,40062,-3024,37038,-13422,-11557,23616,-7351,16265,2775482,505410,2270072,405950,26069,0,2236318,405,0,0,0,66100,-150879,343827,0,-811131,3.994925423,3.994925423,3.208761155,3.204810937,0.486508289,0.148677239,1.055463436,-1.664706441,2.055463436,0.051579905,-0.57564336,1.75703678,0.250317564,0.239349022,0.155748332,0,0,1.006355078,0.11019258,0.010109331,0.018291635,0.006284358,0.014310486,0.032181793,40.16049383,0.011412537,2.277159545,0.760650978,89.16829471,1.806678257,6.904689358,129429,4.063940978,0.394912145,2.553926091,1.241724859,-10.27175973,-1.403454962,0.914255265,2.167682626,0.156035624,0.585604501,-2.62357756,-8.004160363,-19.20172649,1.048710331,0,0,0,0
27112422,18747927,0,0,1583940,1295000,3792,0,387928,-224594,163334,-101109,62225,-300,-895,61925,-13686,42199,27112422,13921343,12863680,0,0,0,123824,58611,-127005,-124051,144964,648080,-1405083,-65096,14646331,26988598,0.742553723,0.742553723,0,69.52513966,0.691488462,0.30394448,0.446155727,0,1.428692516,0,20.87755622,0.058689229,1.346703906,0.421042049,0,0,0,0.011979671,0.012447663,0.358841392,0,0.00166554,0.002455941,0.003031245,0.719984303,0.026641792,1.474561009,0.578957951,87.71833949,26.06385721,0.230712916,-2650502,15.3577099,1.67061929,2.55788872,17.03455133,-0.063581257,0.266703081,-0.316205567,2.149583609,0.150751684,-0.060870847,-0.075130953,-0.01530257,0.017911006,-0.317004072,0.002881199,-0.32954219,-0.18096696,0
5437160,1935697,2575740,4511437,925723,650572,553984,858703,777789,-669943,107846,-52991,54855,-23751,-40432,31104,-6813,24291,5437160,1778213,3658947,488571,739036,0,593974,22054,0,0,907,160652,-158554,264201,5876012,331749,0.918642226,0.918642226,0.252400556,1.356722398,0.829741446,0.534744058,0.205194708,13.59894679,1.205194708,0.415606004,0.275411853,2.790431923,1.088563069,0.138657142,0.950175433,0,0,0.346099105,0.067291457,0.204495299,0.798333843,0.004611328,0.010413502,0.013660343,1.101432847,0.026240031,2.258243794,0.861342858,99.02158555,6.813030269,5.198324996,253541,6.613642913,0.206549591,3.04976735,3.330359243,3.344532235,5.206185408,-0.225219154,2.063347159,0.066486002,-0.268956585,-0.358043289,-0.323262355,-0.230012423,-0.04142026,0.004133926,-0.465149493,0.043148482,0
49895843,36014048,0,0,4093299,2565892,43259,0,1544894,-1564739,-19845,-56308,-76153,-40,-317,-76193,165208,61616,49895843,35754122,13794972,0,0,0,56383,24600,-39286,-46983,265766,2591526,-87053,-525571,69570626,49839460,0.99278265,0.99278265,0,-240.2302839,0.721784538,0.277085448,0.385455004,0,1.375826844,0,18.76998067,0.082129682,1.007269819,0.012845542,0,0,0,0.043448018,0.000651997,1.239606954,0,0.001417418,-0.001751829,0.001723326,2.504715447,0.015052895,-1.235928979,1.012845542,94.25604605,3.644780807,0.020519207,-10159691,42.05930278,1.677478196,5.961563244,12.19604314,-0.480190267,-0.236372944,4.847641993,2.343228501,0.346886798,-0.541723643,-0.535761914,-1.379087538,-1.088397224,4.958592475,0.000885661,-0.003736146,-0.146034204,0
2369416,356372,938309,1294681,1074735,854409,153818,0,85848,-36955,48893,-127,48766,-8425,-9233,40341,-13710,26631,2369416,309980,2059436,81689,31739,0,565318,0,0,0,0,86313,-93,-59396,0,509417,0.869821423,0.869821423,0.229223957,5.281706921,0.546413547,0.611005412,0.830115681,2.541495474,1.830115681,0.102390477,0.505260224,2.109735246,1.149661268,0.569529867,0.369711583,0,0,0.103697821,0.166065767,0,0.029531931,0.011275973,0.02064827,0.085911994,0,0.024779132,1.831174195,0.430470133,69.92009132,0.147935887,10.75505545,9412,3.241072434,1.00541655,3.654624383,1.823767405,2.714614813,-1.371918269,-0.291104172,2.008143672,0.006515074,0.104806506,0.177685402,-0.352015733,-0.351586123,0.587210547,0,0,0,0
1503908,207861,580206,788067,715841,582663,88246,0,54219,-18623,35596,-183,35413,-5013,-5677,30400,-10330,20070,1503908,214153,1289755,81206,19092,0,374756,0,0,0,0,69212,-124,-36733,0,341085,1.030270229,1.030270229,0.390674537,6.237977805,0.524012772,0.612597978,0.908350432,2.310470997,1.908350432,0.089151214,0.508392345,2.098717329,0.970619137,0.656522621,0.352127483,0,0,0.089593526,0.178280849,0,0.026670727,0.013429303,0.023695661,0.093718043,0,0.028036952,1.76447434,0.343477379,64.20811893,0.337520058,10.47049927,17376,3.448530144,1.276526679,4.631135776,1.803497583,1.347074514,-0.365654317,-0.451545699,2.013624939,0.012679469,0.021463136,0.089872387,-0.332937764,-0.331090858,0.000319149,0,0,0,0
3011643,251907,1260427,1512334,1499309,1073912,425397,11855,16806,-4757,12049,16180,28229,-19337,-23446,8892,616,9508,3011643,453449,2558194,395725,31150,0,1017,0,0,0,2398867,-24566,174593,194801,22777352,1498292,1.800065103,1.800065103,1.570917045,1.204000682,0.502162441,0.916017934,0.991387485,1.009372005,1.991387485,0.068695708,0.999321688,1.000678773,0.555535463,0.716946329,1.853504701,0,0,0.018883953,0.032421073,0,0.020776238,0.003268881,0.009705221,0.020968179,0,0.006341588,2.968973496,0.283053671,67.87456861,96.27513983,139.5096989,-52842,-2.583718973,-1.461739855,0.844587016,0.632726904,0.755415926,-4.19734783,-1.286132464,2.03573919,0.073425367,-0.844615143,-0.841628356,-0.603781265,0.151471713,-0.80046116,0.000417432,-0.046488503,-0.002319936,0
204429,40700,20495,61195,143234,68235,66006,140,58809,-42295,16514,-5939,10575,-843,-927,9732,-3345,6387,204429,121720,82709,13759,34606,54004,0,82606,0,0,0,10370,-10530,-4429,0,143234,2.990663391,1.663783784,0.338058968,11.40776699,0.299345983,0.800908873,2.340616063,0.427237946,3.340616063,0.284308248,1.066991456,1,0.334373973,0.280807359,0.588447346,3.270194986,0.773514512,1.039189189,0.136916113,5.002179969,0.241604647,0.032024589,0.053023333,0.052472889,0.077318839,0.044591368,1.655706905,0.719192641,89.28225272,10.0987944,1.576289343,1377,1.623610459,0.176333554,5.199545729,1.313463801,0.934227688,1.55951259,0.367748936,2.06305216,0.051308292,0.550774567,0.654663212,0.734744094,0.392176699,0.365435244,0,0,0,0
10089155,1243707,1355418,2599125,7490030,3319882,3660553,273,0,0,0,384964,384964,-20187,-23323,364777,33807,498273,10089155,1069090,9020065,93,39724,0,211,39,0,0,8828753,68612,-493184,415635,853698399,7489819,0.859599568,0.859599568,7.48E-05,16.50576684,0.257615727,0.876707415,2.881750589,0.34702107,3.881750589,0.037156834,1.072973103,1.000028172,1.163332367,0,0,0,0,0,0,0,0.005303584,0.051706919,0.039948587,0.46607208,12776.23077,0.066524834,0.772596548,0,0,0,0,-275381,0.137699614,0,0.71200228,1.276375814,0,0,0.599983188,2.069027973,0.098579708,0.822581755,0.910372855,0.471445553,0,0.471445553,0.000583664,-0.001792243,-0.000322574,0
245129729,158253120,0,0,25573163,10013243,652515,0,3568537,-3397367,171170,753509,924679,201109,0,1125788,0,1271863,245129729,179384759,49661721,0,0,0,135356,74033,-180798,0,15873860,19419938,-78319,14217050,790924927,244994373,1.133530631,1.133530631,0,0,0.645589259,0.35385856,0.548972488,0,1.447342586,0,22.9871305,0.104382655,0.882199362,0.047966436,0,0,0,0.021467931,0.001098061,0.432511538,0,0.006039828,0.004391119,0.00709014,17.17967663,0.049734286,0.727027203,0.952033564,74.08800862,21.11534783,0,-49431722,15.26889138,5.441988692,9.222148186,11.67016936,-9.087029924,2.213294705,0.542645289,2.371282153,0.392553618,0.007307243,0.20844157,-0.402485361,-0.855789686,0.542645289,0.00160807,0.026717629,-0.062498627,0
55383195,24491094,108252505,132743599,-77360404,10353000,8610223,1235673,0,0,0,0,0,0,0,0,0,0,55383195,44302796,11080399,26835,12410229,3197574,0,9622025,0,0,1417121,2119106,-185337,-11310,9013373,-77360404,1.808934954,1.678374269,0.001095704,0,2.396820895,0.557788351,-0.582780673,-1.715911398,0.417219327,0.280122929,-4.079496613,1,0.552811475,0,0,0,0,0,0,0,0.160420944,0,0,0,0,0,0,0,0,0,0,3973000,0,0,3.831921696,0,0,0,0,1.98427276,0.002962862,0,0,0,0,0,0,-9.812176085,0.44078948,0
3111,0,0,0,3111,347195,0,0,0,0,0,-7596,-7596,0,0,-7596,0,-7596,3111,0,3111,0,0,0,0,0,0,0,3111,-106,-27255,27360,44444445,3111,0,0,0,0,0,1,0,0,0,0,0.008960382,1,0,0,0,0,0,0,0,0,0,4.880179891,-4.880179891,0,0,2.441658631,1,0,0,0,0,-9017,0.013954713,0,6.81015098,1,0,0,-0.478762094,1.094296891,1554.5,-0.028228913,-0.478762094,-0.47768686,0,-0.47768686,-0.00017091,0,-0.000202882,0
1319513,64089,925,65014,1254499,1188456,3070,6,125050,-81049,44001,-7443,36558,5841,-52,42399,-14885,27514,1319513,829102,490411,54489,13259,0,405826,83618,0,0,0,47290,-60202,-18271,0,848673,12.93672861,12.93672861,0.850208304,703.0384615,0.049271208,0.643872398,19.29582859,0.076606655,20.29582859,0.015992001,0.712257223,1.47818889,0.077299295,0.351867253,0.106029588,0,0,1.264631996,0.049307028,1.900365901,0.010569159,0.021124941,0.028068823,0.033185302,0.329043986,0.021932261,1.328705386,0.648132747,82.71011595,5.952019192,0.041583367,145728,1.718761358,0.378168733,3.630873248,1.219878393,0.988251555,0.832127196,0.894597197,2.03520073,0.02656278,0.673726364,0.735570554,0.858660837,0.87357888,0.89461965,0,0,0,0
2397865,575304,1158956,1734260,663605,332000,328386,33681,216582,-178464,38118,-14481,23637,-16479,-53733,7158,-2129,5029,2397865,858327,1539538,89442,228044,24149,32658,0,0,0,620663,-28546,-15509,119143,0,630947,1.491953819,1.449977751,0.155469109,0.43989727,0.723251726,0.746456952,0.382644471,2.748661932,1.382644471,0.26568429,0.955421526,1.05176029,0.670262033,0.175998005,1.052922219,0.633532714,7.412834891,0.310208168,0.049427059,0,0.343644186,0.002207028,0.010373338,0.005859072,0,0.007578303,4.700139193,0.824001995,114.8788911,6.686151204,24.80954096,-46610,-5.67627759,-0.131802274,1.252770305,1.094244615,0.343528801,5.04948469,0.031055641,2.085802063,0.110433709,-0.477840213,-0.464544293,-0.101835316,-0.031604085,-0.090778431,0,0,0,0
13762,0,13761,13761,1,1,0,0,2602,-88,2514,-67,2447,-2447,-2465,0,0,0,13762,12525,1237,3434,9078,0,0,0,0,0,0,-1947,0,0,0,1,0,0,0,0.992697769,0.999927336,1,7.27E-05,13761,1.000072669,0.724790419,1,1,0,0.966179862,3.488854727,0,0,0,0.213575737,0,9078,0,0.197505953,0,0,0,0,0.033820138,100.6917756,2.574942352,94.73481937,-1947,0,-0.748270561,15.71491989,0,-1.338382864,-0.004245465,34.89041096,2.248367199,0.249160388,-1,-1,-45.49090909,-315.25,1.348484848,0,0,0,0
24349747,1103060,1082,1104142,23245605,6917037,10933505,0,0,0,0,-468566,-468566,8199,-6603,-460367,71868,-388499,24349747,2591364,21758383,499247,0,0,0,0,0,0,21686515,-461851,-1200925,-218777,842192420,23245605,2.349250267,2.349250267,0.452601853,-70.96259276,0.045345112,0.954699324,21.05309371,0.047498957,22.05309371,0,1.302235249,1,0.425667718,0,0,0,0,0,0,0,0,0.025232944,-0.030433282,-0.14992066,0,0.016712794,1.206093195,0,0,0,0,-20345111,1.188808723,0,2.999714416,1.029169749,0,0,0,5.640920816,2.779108869,0,0,0,0,0,-0.000461295,0.001765893,-0.024157319,0
1189549000,340566000,606217000,946783000,242766000,205432000,76039000,187646000,48931000,-35269000,13662000,2767000,16429000,-20603000,-21332000,-4174000,1461000,-2713000,1189549000,133204000,1056345000,3609000,56443000,22751000,77829000,0,0,0,249205000,23063000,-20319000,-3457000,8250517216,164937000,0.391125362,0.324321864,0.010597065,0.77015751,0.795917612,0.648274262,0.256411448,5.740270528,1.256411448,0.423733522,0.585982215,1.471871078,2.556725023,0.279209499,1.153522307,1.665275948,1.384265165,0.103559956,0.098921866,0,0.232499609,0.002340138,0.014171073,-0.020367256,0,0.011175371,-6.055657943,0.720790501,107.0343954,5.6549018,43.59608428,75763000,-8.500921489,0.471337189,1.989332664,-1.244903789,1.552199136,3.667133572,0.322832711,2.079202645,0.053520535,-0.824934794,-1.143803668,-0.591531787,-0.484141368,0.052185173,-0.000328828,-0.098609454,0.009182818,0
22211966,5784746,11023327,16808073,5403893,4274347,1185816,577836,2270602,-1379818,890784,-679119,211665,-190809,-242534,20856,-27934,-7078,22211966,10289408,11922558,4508069,877509,2180275,559262,3780447,0,0,4357656,224133,-1083169,2614487,1088601406,4844631,1.77871388,1.401813148,0.779302842,0.872723,0.756712531,0.714387821,0.321505803,3.469422749,1.321505803,0.085282749,0.887268567,1.115439545,0.562203967,0.392311819,0.386465351,2.447591111,0.576434425,0.238526981,0.092291659,4.243954763,0.162384599,0.000328761,0.009831491,-0.000687892,-0.001872265,0.001309796,-29.90463408,0.607688181,102.5897537,29.9092047,10.68148447,26816,-31.66614863,0.098710826,1.041060927,0.405006717,1.014218224,4.605475569,-0.187232377,2.046945408,0.0654954,-0.939954714,-1.062790533,-0.50360107,-0.234047822,-0.184699521,-6.50E-06,-0.00598811,2.46E-05,0
1197637,510127,947125,1457252,-259615,2103387,0,333224,-2255,770,-1485,-20810,-22295,-6283,-8132,-28578,-331,-28909,1197637,106946,1090691,4017,58501,22773,371,1964,0,0,745568,-24067,55634,-30899,6557469,-259986,0.209645833,0.165004009,0.00787451,-2.741637973,1.216772695,0.573745634,-0.178153813,-5.605117199,0.821846187,0.547014381,-0.123603502,0.998573,4.76994932,0.658536585,-25.94279379,15.33535354,0.034274777,0.001509428,0.01395598,1.322558923,0.225337519,0.023985447,-0.018497892,-0.27031399,-14.7194501,0.11135335,0.771213117,0.341463415,1263.991131,922.8381375,360.6208426,55743,0.832508907,10.67272727,1.99680985,-5.913162016,0.089522889,0.380303822,-0.863242055,2.083439076,-0.012590403,-0.900573536,-0.856475459,-0.881614859,-0.201612903,-0.89459677,-0.004408561,-0.205918778,0.008500688,1
373269,96492,0,0,246977,126070,6250,0,14810,-3073,11737,-7113,4624,0,0,4624,-1820,2804,373269,183416,183096,0,0,0,0,1,-452,0,6756,-28208,15857,-4990,2530471,373269,1.900841521,1.900841521,0,0,0.25850526,0.74149474,2.868393235,0,3.798366704,0,2.824372733,0.661659554,0.526082784,0.792505064,0,0,0,0.0318472,0.06643516,8.52E-05,0,0.007165546,0.011816507,0.015287652,2804,0.011353284,1.649072753,0.207494936,81.06684673,48.02835922,0,8340,-10.05991441,-1.904659014,7.208478037,1.511351259,0.197927287,-1.742222999,-0.38468044,1.915953077,-0.088175589,0.385123458,0.409045226,0.650838986,-0.046470063,-0.384643267,0.001108094,0.034350917,0.003295829,0
28685000,13929000,9707000,23636000,5049000,5038000,1396000,1558000,5277000,-3406000,1871000,-1561000,310000,-199000,0,111000,-46000,65000,28685000,16358000,12327000,4690000,4671000,5286000,560000,1247000,0,0,1137000,-2588000,-240000,6198000,1595508601,4489000,1.174384378,0.794888362,0.336707588,0,0.823984661,0.494892801,0.213614825,5.265315215,1.213614825,0.285548356,0.69769972,1.124749387,0.851509965,0.354557514,0.885162024,2.825227151,0.69255795,0.244525809,0.130342401,0.666488509,0.92513369,0.002456399,0.011715133,0.003973591,0.0521251,0.012873836,4.769230769,0.645442486,94.99715748,29.58120144,0,-7046000,-39.81538462,-0.490430169,9.780246774,2.034280183,-3.965901591,30.17288754,-0.090959004,2.193141443,0.183472234,-0.954067423,-1.401234568,3.428571429,0.184177215,-0.090959004,4.07E-05,-0.004561555,-0.004416147,0
48487093,9025316,35308562,44333878,4153215,4540000,4463920,7301231,2850011,-2523455,326556,-635456,-308900,771885,680289,462985,-117807,345178,48487093,11130547,37356546,1170269,2162189,3887377,48237,10154155,0,0,19368976,-87202,-530916,1396280,642398790,4104978,1.233258426,0.802539213,0.129665155,-0.454071725,0.914343906,0.812866632,0.09368039,10.80002816,1.09368039,0.194257209,0.455910092,1.011750855,0.810860059,0.11458061,0.758659879,11.90416651,0.661968578,0.279597412,0.031323696,31.09468208,0.520606085,0.007399179,-0.00662153,0.031011773,0.033993769,0.083111036,-0.894900602,0.88541939,91.10242031,22.2966157,23.86969735,5930226,-0.252629078,-0.030597075,0.186924775,-17.49809402,-45.66596028,18.01762897,-0.184522448,2.066279504,0.081948318,-0.515428842,-0.802199666,-2.766394474,2.033187505,0.124992744,0.000537327,-0.051686478,0.009231378,0
11179850,3316883,4184440,7501323,3678527,2498230,1162049,655726,1402429,-1236577,165852,-48286,117566,-75055,-131325,42511,-14728,27783,11179850,2948398,8231452,184641,1593775,0,2513306,61071,0,0,0,153375,-492178,220382,442934,1165221,0.888906241,0.888906241,0.055667022,0.895229393,0.670968126,0.478509193,0.490383763,6.437682637,1.490383763,0.540556261,0.318342126,3.156935036,1.124978039,0.118260532,1.136438993,0,0,0.372812969,0.05966599,0.368225888,0.433264456,0.002555039,0.010811854,0.009423083,0.454929508,0.007552751,4.231580463,0.881739468,102.0312615,3.443026349,9.364110411,-586,5.520462153,0.109363825,1.410499691,1.098959297,-17.27916398,-13.80998213,0.019145298,2.056809919,0.057920305,-0.260544977,-0.256999973,0.151670699,-0.321560494,0.007953879,0.062724921,-10.27901448,-0.001322996,0
13800462,4551994,7642390,12194384,1606078,1325848,802385,125909,2447372,-2064524,382848,-174730,208118,35323,-51886,243441,-86507,156934,13800462,6431341,7369121,2931274,1670686,13078,2299188,0,0,0,0,1050210,-654265,1842992,0,-693110,1.412862363,1.409989337,0.643953836,4.011062714,0.883621432,0.503554156,0.131706366,-17.59372105,1.131706366,0.259772573,-0.325673928,2.317205061,0.707783027,0.156432287,0.682644894,0.034159771,170.9963142,0.453542777,0.073322976,0,1.040227187,0.012698193,0.016839706,0.024401443,0,0.097712564,1.326149846,0.843567713,97.15102567,7.139494936,2.120070018,952796,6.692048887,0.429117437,8.497692711,10.05104164,5.008137878,3.79050638,-0.020394307,2.256752229,0.264117637,-0.212303367,-0.169019454,-0.339433759,-0.223313892,-0.003240547,0,0,0,0
1504632,229578,398977,628555,876077,716838,333372,4536,0,0,0,23082,23082,25106,-149851,48188,-61411,-13223,1504632,583352,921280,154768,30410,0,40,0,0,0,847708,39534,94781,-138294,270725,876037,2.540975181,2.540975181,0.67414125,0.154033006,0.417746665,0.847392585,1.393795292,0.717498234,2.393795292,0.05212976,0.834154122,1.00004566,0.393549692,0,0,0,0,0,0,0,0.034711561,0.008368405,0.014607844,-0.022667275,0,0.015093422,-1.745594797,0,0,0,0,231348,-2.989790517,0,2.50197771,3.585530988,0,0,5.941682182,1.861340981,-0.09117969,0.10824573,-1.909172167,23.11912226,0,23.11912226,-0.048842922,-0.166970173,0.85454982,0
211650,113727,96865,210592,1058,14922,62208,69538,0,0,0,794,794,0,0,794,0,794,211650,12147,199503,7,168,3300,271,1626,0,0,91199,0,0,0,0,787,0.10680841,0.077791553,6.16E-05,0,0.995001181,0.461384361,0.005023933,267.58831,1.005023933,0.013830575,0.010203552,1.344345616,9.362558656,0,0,0,0,0,0,0,0.15879017,0.003769894,0.003769894,0.065365934,0.488314883,0.75047259,1,0,0,0,0,-315,0,0,0,200.047259,0,0,-5.223404255,2.012075862,0.00986726,2.045800989,-5.223404255,-5.245989305,0,-5.245989305,0,0,0,1
1897752,448200,298413,746613,1151139,904508,189483,12986,91875,-105982,-14107,-140337,-154444,-4999,-7802,-159443,11385,-148058,1897752,618738,1279014,307888,149949,92730,29342,0,0,0,950696,7378,-84121,178244,78582401,1121797,1.380495315,1.173601071,0.686943329,-19.79543707,0.393419688,0.748364381,1.541814836,0.665550897,2.541814836,0.242346518,1.025417028,1.026156248,0.724377685,0.153545578,1.632097959,6.573332388,1.154161131,0.236461401,0.025834938,0,0.130261419,0.08355618,-0.087160104,-0.239290297,0,0.128618699,1.043131746,1.153545578,264.202449,152.7477551,8.491972789,-43573,-0.049831823,0.080304762,0.416375675,1.701947292,3.674848131,55.94202238,0.588464736,2.087975059,0.152833589,21.39495898,-24.4603074,-15.73983585,-1.606804886,0.612235815,-0.001884111,-0.001627273,-0.000554488,0
511755,577398,347436,924834,-413079,31984,185752,395317,663,-5685,-5022,-21394,-26416,-2001,-4029,-28417,493,-29345,511755,23684,488071,2828,9093,2058,0,238846,0,0,113791,1196,-449,-739,2562885,-413079,0.0410185,0.037454234,0.004897835,-6.556465624,1.807181171,-0.128270364,-0.446652048,-2.238879246,0.553347952,0.383930079,-1.897155271,1,24.37924337,7.574660633,13.71493213,0.409796894,2.759708738,0.009845895,0.23015582,47.55993628,0.022012738,0.057456523,-0.05172164,-1.239022125,-0.122861593,0.07103968,0.900187425,8.574660633,4617.647059,3226.847662,607.6923077,51372,-0.040756517,1.803921569,0.234172779,-1.332723786,1.513091688,-2.351926928,0.008036293,1.966816613,0.004006176,1.869523889,2.266362422,3.632760435,-1.458044509,0.131781326,-0.011449987,-0.351615465,0.020044598,1
529850,79797,10376,90173,439677,177375,211780,33,189289,-163799,25490,-10109,15381,-185,-687,15196,-5324,9872,529850,224482,305368,22915,50934,45163,8974,90099,0,0,196408,58011,-62940,19834,5501255,430703,2.813163402,2.247189744,0.287166184,22.38864629,0.170185902,0.83246013,4.875927384,0.209362368,5.875927384,0.226895698,1.106764657,1.020835703,0.355471708,0.134661813,0.269080612,1.77179286,2.80554604,2.052696217,0.129896272,3.534680267,0.115844131,0.019795587,0.030842375,0.0439768,0.109568364,0.022452846,1.55804295,0.865338187,95.04989725,5.34051107,0.362937096,38441,5.876316856,0.306467888,11.63251433,1.190594587,0,0,-21.58903302,2.102826392,0.133262324,0.114740557,0.166627275,0.813583304,0,-21.50560075,0.0017945,0.024414247,0.006987678,0
